,product_name_on_flipkart,retail_price_on_flipkart,discounted_price_on_flipkart,product_name_on_amazon,retail_price_on_amazon,discounted_price_on_amazon
2216,two dots comfortable women's sports bra,995,576,two dots comfortable women's sports bra,998.0,449.0
2217,luxemburg strapless bandaeu women's tube bra,792,334,luxemburg strapless bandaeu women's tube bra,799.0,299.0
2218,younky fashion women's full coverage bra,792,178,younky fashion women's full coverage bra,799.0,149.0
2219,ploomz fashion women's push-up bra,1199,442,ploomz fashion women's push-up bra,1200.0,399.0
2220,lovinoform latest comfortable stylist non padded skin cotton women's full coverage bra,1095,351,lovinoform latest comfortable stylist non padded skin cotton women's full coverage bra,1099.0,309.0
2221,muquam stretchable bandeau women's tube bra,1185,625,muquam stretchable bandeau women's tube bra,1199.0,499.0
2222,s4s printed women's full coverage bra,1032,437,s4s printed women's full coverage bra,1049.0,379.0
2223,ploomz women's full coverage bra,987,478,ploomz women's full coverage bra,1000.0,399.0
2224,privatelifes polka lace women's t-shirt bra,895,516,privatelifes polka lace women's t-shirt bra,899.0,399.0
2225,glus transy back women's t-shirt bra,1292,546,glus transy back women's t-shirt bra,1299.0,449.0
2226,s4s comfortable women's full coverage bra,734,228,s4s comfortable women's full coverage bra,749.0,176.0
2227,s4s stylish women's push-up bra,931,319,s4s stylish women's push-up bra,949.0,290.0
2228,lovinoform latest comfortable stylist non padded red cotton women's full coverage bra,991,360,lovinoform latest comfortable stylist non padded red cotton women's full coverage bra,999.0,279.0
2229,grafion by grafion - comfort feel women's full coverage bra,648,343,grafion by grafion - comfort feel women's full coverage bra,649.0,299.0
2230,younky fashion women's full coverage bra,1187,180,younky fashion women's full coverage bra,1199.0,149.0
2231,urbaano women's full coverage bra,588,301,urbaano women's full coverage bra,600.0,270.0
2232,hemali c cup women's full coverage bra,1196,629,hemali c cup women's full coverage bra,1200.0,550.0
2233,tia by ten on ten vintage women's t-shirt bra,1179,366,tia by ten on ten vintage women's t-shirt bra,1199.0,319.0
2234,s4s stylish women's push-up bra,837,273,s4s stylish women's push-up bra,849.0,225.0
2235,luxemburg women's tube bra,641,288,luxemburg women's tube bra,649.0,249.0
2236,floozy its my choice women's push-up bra,1286,368,floozy its my choice women's push-up bra,1299.0,299.0
2237,lovinoform latest comfortable stylist padded cotton mauve women's push-up bra,1285,497,lovinoform latest comfortable stylist padded cotton mauve women's push-up bra,1299.0,430.0
2238,our rituals cdpw38 women's tube bra,587,306,our rituals cdpw38 women's tube bra,600.0,270.0
2239,status t-shirt bra women's full coverage bra,691,336,status t-shirt bra women's full coverage bra,700.0,299.0
2240,lovinoform latest comfortable stylist padded cotton maroon women's push-up bra,1283,497,lovinoform latest comfortable stylist padded cotton maroon women's push-up bra,1299.0,410.0
2241,s4s stylish women's full coverage bra,839,286,s4s stylish women's full coverage bra,849.0,225.0
2242,grafion by grafion - comfort feel women's full coverage bra,837,474,grafion by grafion - comfort feel women's full coverage bra,849.0,379.0
2243,sherry by sherry - 512 women's t-shirt bra,744,434,sherry by sherry - 512 women's t-shirt bra,749.0,349.0
2244,prettysecrets fashion women's push-up bra,889,1057,prettysecrets fashion women's push-up bra,899.0,899.0
2245,madaam nonpadded women's tube bra,778,442,madaam nonpadded women's tube bra,779.0,340.0
2246,wolfie women's full coverage bra,982,384,wolfie women's full coverage bra,999.0,320.0
2247,tia by ten on ten cathy women's t-shirt bra,984,496,tia by ten on ten cathy women's t-shirt bra,999.0,399.0
2248,s4s stylish women's push-up bra,942,339,s4s stylish women's push-up bra,949.0,289.0
2249,tia by ten on ten siana women's t-shirt bra,980,456,tia by ten on ten siana women's t-shirt bra,999.0,399.0
2250,grafion by grafion - comfort feel women's tube bra,1480,439,grafion by grafion - comfort feel women's tube bra,1499.0,399.0
2251,peri peri women's bra,1188,484,peri peri women's bra,1199.0,419.0
2252,s4s printed women's full coverage bra,879,295,s4s printed women's full coverage bra,899.0,249.0
2253,vivity comfortable women's plunge bra,1193,353,vivity comfortable women's plunge bra,1200.0,299.0
2254,grafion by grafion - comfort feel women's full coverage bra,644,368,grafion by grafion - comfort feel women's full coverage bra,649.0,299.0
2255,grafion comfortable women's full coverage bra,485,65,grafion comfortable women's full coverage bra,499.0,59.0
2256,s4s stylish women's push-up bra,879,341,s4s stylish women's push-up bra,899.0,300.0
2257,florentyne women's full coverage bra,834,505,florentyne women's full coverage bra,850.0,399.0
2258,florentyne padded push-up bra women's push-up bra,843,440,florentyne padded push-up bra women's push-up bra,850.0,399.0
2259,s4s women's full coverage bra,945,488,s4s women's full coverage bra,949.0,429.0
2260,urbaano bridal bra pack women's full coverage bra,1125,556,urbaano bridal bra pack women's full coverage bra,1140.0,489.0
2261,status fashion women's full coverage bra,996,480,status fashion women's full coverage bra,1000.0,399.0
2262,madaam sports bra women's full coverage bra,996,506,madaam sports bra women's full coverage bra,999.0,398.0
2263,tia by ten on ten fashion women's push-up bra,1183,319,tia by ten on ten fashion women's push-up bra,1199.0,260.0
2264,shoba women's tube bra,886,354,shoba women's tube bra,899.0,298.0
2265,grafion comfortable women's full coverage bra,483,95,grafion comfortable women's full coverage bra,499.0,79.0
2266,ploomz fashion women's tube bra,887,432,ploomz fashion women's tube bra,900.0,349.0
2267,jsr paris beauty pro women's full coverage bra,491,268,jsr paris beauty pro women's full coverage bra,499.0,214.0
2268,vivity women's plunge bra,995,387,vivity women's plunge bra,1000.0,299.0
2269,jsr paris beauty seamless moulded women's full coverage bra,485,258,jsr paris beauty seamless moulded women's full coverage bra,489.0,219.0
2270,soie classic women's t-shirt bra,773,885,soie classic women's t-shirt bra,790.0,790.0
2271,vivity women's plunge bra,998,334,vivity women's plunge bra,1000.0,299.0
2272,tia by ten on ten lacy women's push-up bra,1185,297,tia by ten on ten lacy women's push-up bra,1199.0,235.0
2273,oleva full coverage bra,994,332,oleva full coverage bra,999.0,299.0
2274,s4s comfortable women's full coverage bra,492,162,s4s comfortable women's full coverage bra,499.0,129.0
2275,ploomz fashion women's t-shirt bra,1093,385,ploomz fashion women's t-shirt bra,1100.0,349.0
2276,s4s stylish women's push-up bra,836,273,s4s stylish women's push-up bra,849.0,225.0
2277,magiq nice merry women's push-up bra,277,155,magiq nice merry women's push-up bra,280.0,120.0
2278,glus front open women's balconette bra,1192,504,glus front open women's balconette bra,1199.0,435.0
2279,s4s stylish women's push-up bra,935,337,s4s stylish women's push-up bra,949.0,300.0
2280,lusty lingerie strapless bandaeu women's tube bra,1494,777,lusty lingerie strapless bandaeu women's tube bra,1499.0,599.0
2281,muquam stretchable bandeau women's tube bra,1190,550,muquam stretchable bandeau women's tube bra,1199.0,499.0
2282,s4s printed women's full coverage bra,935,366,s4s printed women's full coverage bra,949.0,289.0
2283,s4s comfortable women's full coverage bra,796,287,s4s comfortable women's full coverage bra,799.0,225.0
2284,luxemburg strapless bandaeu women's tube bra,785,339,luxemburg strapless bandaeu women's tube bra,799.0,299.0
2285,tia by ten on ten fiona women's t-shirt bra,988,457,tia by ten on ten fiona women's t-shirt bra,999.0,399.0
2286,triumph form & beauty 30 w women's bra,893,1098,triumph form & beauty 30 w women's bra,899.0,899.0
2287,glus angellove women's t-shirt bra,793,394,glus angellove women's t-shirt bra,799.0,349.0
2288,status fashion women's full coverage bra,996,452,status fashion women's full coverage bra,1000.0,399.0
2289,vivity comfortable women's plunge bra,1198,355,vivity comfortable women's plunge bra,1200.0,299.0
2290,vaishna fashion women's full coverage bra,391,198,vaishna fashion women's full coverage bra,400.0,169.0
2291,s4s stylish women's push-up bra,946,328,s4s stylish women's push-up bra,949.0,289.0
2292,s4s stylish women's push-up bra,779,258,s4s stylish women's push-up bra,799.0,199.0
2293,la verite pro women's tube bra,479,232,la verite pro women's tube bra,499.0,190.0
2294,grafion comfortable women's full coverage bra,485,178,grafion comfortable women's full coverage bra,499.0,149.0
2295,ploomz women's push-up bra,1187,481,ploomz women's push-up bra,1200.0,399.0
2296,ploomz women's push-up bra,990,393,ploomz women's push-up bra,1000.0,349.0
2297,ladyland life white women's full coverage bra,891,347,ladyland life white women's full coverage bra,899.0,269.0
2298,status b plus cup women's full coverage bra,591,237,status b plus cup women's full coverage bra,600.0,199.0
2299,younky fashion women's t-shirt bra,986,166,younky fashion women's t-shirt bra,999.0,149.0
2300,vivity women's plunge bra,982,336,vivity women's plunge bra,1000.0,299.0
2301,s4s comfortable women's full coverage bra,747,206,s4s comfortable women's full coverage bra,749.0,176.0
2302,s4s stylish women's push-up bra,935,366,s4s stylish women's push-up bra,949.0,289.0
2303,s4s stylish women's full coverage bra,938,337,s4s stylish women's full coverage bra,949.0,289.0
2304,ploomz women's t-shirt bra,990,452,ploomz women's t-shirt bra,1000.0,399.0
2305,q-rious accord women's full coverage bra,295,110,q-rious accord women's full coverage bra,309.0,99.0
2306,s4s stylish women's push-up bra,830,257,s4s stylish women's push-up bra,849.0,225.0
2307,grafion comfortable women's full coverage bra,484,79,grafion comfortable women's full coverage bra,499.0,69.0
2308,grafion by grafion - comfort feel women's full coverage bra,584,316,grafion by grafion - comfort feel women's full coverage bra,599.0,279.0
2309,ploomz fashion women's push-up bra,991,431,ploomz fashion women's push-up bra,1000.0,349.0
2310,s4s printed women's full coverage bra,589,166,s4s printed women's full coverage bra,599.0,139.0
2311,la verite pro women's tube bra,491,211,la verite pro women's tube bra,499.0,190.0
2312,s4s stylish women's push-up bra,931,336,s4s stylish women's push-up bra,949.0,300.0
2313,privatelifes polka lace women's t-shirt bra,893,482,privatelifes polka lace women's t-shirt bra,899.0,399.0
2314,s4s stylish women's push-up bra,939,355,s4s stylish women's push-up bra,949.0,300.0
2315,luxemburg sports women's push-up bra,992,460,luxemburg sports women's push-up bra,999.0,399.0
2316,riya gold women's full coverage bra,568,318,riya gold women's full coverage bra,576.0,249.0
2317,tia by ten on ten fashion women's push-up bra,1180,340,tia by ten on ten fashion women's push-up bra,1199.0,270.0
2318,privatelifes strapless women's push-up bra,883,528,privatelifes strapless women's push-up bra,899.0,429.0
2319,s4s stylish women's full coverage bra,986,454,s4s stylish women's full coverage bra,999.0,399.0
2320,grafion comfortable women's full coverage bra,487,89,grafion comfortable women's full coverage bra,499.0,79.0
2321,vivity women's plunge bra,985,377,vivity women's plunge bra,1000.0,299.0
2322,pink pearl blush women's full coverage bra,486,227,pink pearl blush women's full coverage bra,499.0,199.0
2323,our rituals cdpb37 women's tube bra,582,298,our rituals cdpb37 women's tube bra,600.0,270.0
2324,s4s stylish women's push-up bra,932,363,s4s stylish women's push-up bra,949.0,300.0
2325,ploomz fashion women's full coverage bra,789,393,ploomz fashion women's full coverage bra,800.0,349.0
2326,shoba shtbskn women's tube bra,412,224,shoba shtbskn women's tube bra,430.0,175.0
2327,ploomz fashion women's full coverage bra,885,432,ploomz fashion women's full coverage bra,900.0,349.0
2328,tia by ten on ten lacy women's push-up bra,1182,324,tia by ten on ten lacy women's push-up bra,1199.0,259.0
2329,grafion comfortable women's full coverage bra,487,134,grafion comfortable women's full coverage bra,499.0,109.0
2330,grafion by grafion - comfort feel women's full coverage bra,1645,558,grafion by grafion - comfort feel women's full coverage bra,1649.0,449.0
2331,privatelifes privacy women's tube bra,1761,597,privatelifes privacy women's tube bra,1780.0,490.0
2332,tia by ten on ten persa women's t-shirt bra,992,499,tia by ten on ten persa women's t-shirt bra,999.0,399.0
2333,ploomz fashion women's push-up bra,798,418,ploomz fashion women's push-up bra,800.0,349.0
2334,peri peri women's full coverage bra,944,388,peri peri women's full coverage bra,949.0,332.0
2335,tia by ten on ten fanny women's t-shirt bra,989,451,tia by ten on ten fanny women's t-shirt bra,999.0,399.0
2336,"privatelifes multistraps women's t-shirt, push-up bra",884,472,"privatelifes multistraps women's t-shirt, push-up bra",899.0,425.0
2337,"showtime women's full coverage, t-shirt bra",692,315,"showtime women's full coverage, t-shirt bra",699.0,250.0
2338,florentyne women's full coverage bra,849,507,florentyne women's full coverage bra,850.0,399.0
2339,pink pearl swish women's full coverage bra,780,449,pink pearl swish women's full coverage bra,799.0,349.0
2340,florentyne padded push-up bra women's push-up bra,832,512,florentyne padded push-up bra women's push-up bra,850.0,399.0
2341,hemali pink women's t-shirt bra,1789,642,hemali pink women's t-shirt bra,1800.0,550.0
